
---------- Begin Simulation Statistics ----------
simSeconds                                   0.272747                       # Number of seconds simulated (Second)
simTicks                                 272747273656                       # Number of ticks simulated (Tick)
finalTick                                272747273656                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                  23536.39                       # Real time elapsed on the host (Second)
hostTickRate                                 11588321                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                     877912                       # Number of bytes of host memory used (Byte)
simInsts                                   1538384906                       # Number of instructions simulated (Count)
simOps                                     3183389517                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                    65362                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     135254                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                           286                       # Clock period in ticks (Tick)
system.cpu.numCycles                        953661862                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               0.619911                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               1.613135                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                      3286264571                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                    18116                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                     3265466490                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                  67153                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined            102893156                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined         102119396                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                3881                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples           953322257                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               3.425354                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              3.172707                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::underflows                0      0.00%      0.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::0                 233445090     24.49%     24.49% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::1                  99174867     10.40%     34.89% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::2                 105209782     11.04%     45.93% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::3                 111527399     11.70%     57.63% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::4                  93971370      9.86%     67.48% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::5                  86837969      9.11%     76.59% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::6                  58882085      6.18%     82.77% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::7                  46099378      4.84%     87.60% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::8                  38358013      4.02%     91.63% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::9                  28021300      2.94%     94.57% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::10                 19231286      2.02%     96.58% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::11                 16115899      1.69%     98.27% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::12                 10249038      1.08%     99.35% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::13                  4105593      0.43%     99.78% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::14                  1353521      0.14%     99.92% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::15                   562446      0.06%     99.98% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::16                   177111      0.02%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::17                       84      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::18                       19      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::19                        7      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::20                        0      0.00%    100.00% # Number of insts issued each cycle (Count)
