
---------- Begin Simulation Statistics ----------
simSeconds                                   0.281577                       # Number of seconds simulated (Second)
simTicks                                 281576842690                       # Number of ticks simulated (Tick)
finalTick                                281576842690                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                  23020.69                       # Real time elapsed on the host (Second)
hostTickRate                                 12231470                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                     878056                       # Number of bytes of host memory used (Byte)
simInsts                                   1538384906                       # Number of instructions simulated (Count)
simOps                                     3183389517                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                    66826                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     138284                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                           286                       # Clock period in ticks (Tick)
system.cpu.numCycles                        984534472                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               0.639979                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               1.562551                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                      3285968599                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                    18124                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                     3265004453                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                  76938                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined            102597174                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined         106556886                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                3889                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples           984197328                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               3.317429                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              3.130474                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::underflows                0      0.00%      0.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::0                 249510509     25.35%     25.35% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::1                 106986674     10.87%     36.22% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::2                 109008040     11.08%     47.30% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::3                 116954976     11.88%     59.18% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::4                  96143316      9.77%     68.95% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::5                  83842714      8.52%     77.47% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::6                  63087239      6.41%     83.88% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::7                  42985041      4.37%     88.25% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::8                  40687476      4.13%     92.38% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::9                  23955576      2.43%     94.81% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::10                 21313822      2.17%     96.98% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::11                 14159526      1.44%     98.42% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::12                  9469775      0.96%     99.38% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::13                  4160709      0.42%     99.80% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::14                  1125136      0.11%     99.92% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::15                   449093      0.05%     99.96% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::16                   357633      0.04%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::17                       53      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::18                        7      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::19                       13      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::20                        0      0.00%    100.00% # Number of insts issued each cycle (Count)
