
---------- Begin Simulation Statistics ----------
simSeconds                                   0.027749                       # Number of seconds simulated (Second)
simTicks                                  27748670092                       # Number of ticks simulated (Tick)
finalTick                                 27748670092                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                   1940.12                       # Real time elapsed on the host (Second)
hostTickRate                                 14302544                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                     812016                       # Number of bytes of host memory used (Byte)
simInsts                                    215356394                       # Number of instructions simulated (Count)
simOps                                      375926604                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   111002                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     193764                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                           286                       # Clock period in ticks (Tick)
system.cpu.numCycles                         97023345                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               0.450525                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               2.219635                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                       378740343                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                      246                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                      378050759                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                    137                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined              2813974                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined           4175450                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                 117                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples            96924980                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               3.900447                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              2.895717                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::underflows                0      0.00%      0.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::0                   6666090      6.88%      6.88% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::1                  15259152     15.74%     22.62% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::2                  17441894     18.00%     40.62% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::3                  12393058     12.79%     53.40% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::4                  10605498     10.94%     64.34% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::5                   9676724      9.98%     74.33% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::6                   6229802      6.43%     80.76% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::7                   4298878      4.44%     85.19% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::8                   4612561      4.76%     89.95% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::9                   4954350      5.11%     95.06% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::10                  2864857      2.96%     98.02% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::11                  1307101      1.35%     99.37% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::12                   315888      0.33%     99.69% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::13                    68331      0.07%     99.76% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::14                   219021      0.23%     99.99% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::15                     4530      0.00%     99.99% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::16                     1817      0.00%     99.99% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::17                     4762      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::18                      280      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::19                      236      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::20                      147      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::21                        3      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::22                        0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::overflows                 0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::min_value                 0                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::max_value                21                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::total              96924980                       # Number of insts issued each cycle (Count)
system.cpu.statFuBusy::No_OpClass                   0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntAlu                  160299     92.25%     92.25% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntMult                      0      0.00%     92.25% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntDiv                       0      0.00%     92.25% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatAdd                    26      0.01%     92.26% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCmp                     0      0.00%     92.26% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCvt                    30      0.02%     92.28% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMult                    0      0.00%     92.28% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMultAcc                 0      0.00%     92.28% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatDiv                     0      0.00%     92.28% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMisc                    0      0.00%     92.28% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatSqrt                    0      0.00%     92.28% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdAdd                      0      0.00%     92.28% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdAddAcc                   0      0.00%     92.28% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdAlu                      1      0.00%     92.28% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdCmp                      0      0.00%     92.28% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdCvt                     17      0.01%     92.29% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdMisc                    45      0.03%     92.32% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdMult                     0      0.00%     92.32% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdMultAcc                  0      0.00%     92.32% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdMatMultAcc               0      0.00%     92.32% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdShift                    0      0.00%     92.32% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdShiftAcc                 0      0.00%     92.32% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdDiv                      0      0.00%     92.32% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdSqrt                     0      0.00%     92.32% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdFloatAdd                81      0.05%     92.36% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdFloatAlu                 0      0.00%     92.36% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdFloatCmp                 0      0.00%     92.36% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdFloatCvt                20      0.01%     92.37% # attempts to use FU when none available (Count)
