
---------- Begin Simulation Statistics ----------
simSeconds                                   2.428393                       # Number of seconds simulated (Second)
simTicks                                 2428393482372                       # Number of ticks simulated (Tick)
finalTick                                2428393482372                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                 208021.24                       # Real time elapsed on the host (Second)
hostTickRate                                 11673776                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                     817476                       # Number of bytes of host memory used (Byte)
simInsts                                  14531646162                       # Number of instructions simulated (Count)
simOps                                    23315269971                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                    69857                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     112081                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                           286                       # Clock period in ticks (Tick)
system.cpu.numCycles                       8490886335                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               0.584303                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               1.711440                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                     26418546302                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                      679                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                    25462187532                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                4074317                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined           3103276999                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined        4830003244                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                 304                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples          8490752856                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               2.998814                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              2.521905                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::underflows                0      0.00%      0.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::0                 821776493      9.68%      9.68% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::1                1729018234     20.36%     30.04% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::2                2086018137     24.57%     54.61% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::3                1243562983     14.65%     69.26% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::4                 733523123      8.64%     77.90% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::5                 604826686      7.12%     85.02% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::6                 498971226      5.88%     90.90% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::7                 227130824      2.68%     93.57% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::8                 180238730      2.12%     95.69% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::9                 154374169      1.82%     97.51% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::10                 65383062      0.77%     98.28% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::11                 58512132      0.69%     98.97% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::12                 19484651      0.23%     99.20% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::13                 39355413      0.46%     99.66% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::14                 18271039      0.22%     99.88% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::15                  8487081      0.10%     99.98% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::16                   665596      0.01%     99.99% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::17                   677942      0.01%     99.99% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::18                     9285      0.00%     99.99% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::19                   466036      0.01%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::20                        4      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::21                       10      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::22                        0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::overflows                 0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::min_value                 0                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::max_value                21                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::total            8490752856                       # Number of insts issued each cycle (Count)
system.cpu.statFuBusy::No_OpClass                   0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntAlu                13379478      8.06%      8.06% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntMult                      0      0.00%      8.06% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntDiv                       0      0.00%      8.06% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatAdd                   155      0.00%      8.06% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCmp                     0      0.00%      8.06% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCvt                   194      0.00%      8.06% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMult                    0      0.00%      8.06% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMultAcc                 0      0.00%      8.06% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatDiv                     0      0.00%      8.06% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMisc                    0      0.00%      8.06% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatSqrt                    0      0.00%      8.06% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdAdd                      0      0.00%      8.06% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdAddAcc                   0      0.00%      8.06% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdAlu                 931855      0.56%      8.62% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdCmp                     10      0.00%      8.62% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdCvt                4496125      2.71%     11.33% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdMisc                   103      0.00%     11.33% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdMult                     0      0.00%     11.33% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdMultAcc                  0      0.00%     11.33% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdMatMultAcc               0      0.00%     11.33% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdShift                   54      0.00%     11.33% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdShiftAcc                 0      0.00%     11.33% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdDiv                      0      0.00%     11.33% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdSqrt                     0      0.00%     11.33% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdFloatAdd            270676      0.16%     11.50% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdFloatAlu                 0      0.00%     11.50% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdFloatCmp                 0      0.00%     11.50% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdFloatCvt            839719      0.51%     12.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdFloatDiv                 1      0.00%     12.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdFloatMisc                0      0.00%     12.00% # attempts to use FU when none available (Count)
