
---------- Begin Simulation Statistics ----------
simSeconds                                   2.428361                       # Number of seconds simulated (Second)
simTicks                                 2428360771122                       # Number of ticks simulated (Tick)
finalTick                                2428360771122                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                 214476.26                       # Real time elapsed on the host (Second)
hostTickRate                                 11322282                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                     816876                       # Number of bytes of host memory used (Byte)
simInsts                                  14530728480                       # Number of instructions simulated (Count)
simOps                                    23313425242                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                    67750                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     108699                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                           286                       # Clock period in ticks (Tick)
system.cpu.numCycles                       8490771960                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               0.584332                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               1.711355                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                     26532705888                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                      601                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                    25575314553                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                3526802                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined           3219281236                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined        4799486791                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                 229                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples          8490634821                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               3.012179                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              2.695470                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::underflows                0      0.00%      0.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::0                 885429980     10.43%     10.43% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::1                1882188151     22.17%     32.60% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::2                1966710199     23.16%     55.76% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::3                1155306283     13.61%     69.37% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::4                 668557873      7.87%     77.24% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::5                 677868232      7.98%     85.22% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::6                 399159694      4.70%     89.93% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::7                 285480067      3.36%     93.29% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::8                 172419351      2.03%     95.32% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::9                  93993360      1.11%     96.43% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::10                101468610      1.20%     97.62% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::11                 26038242      0.31%     97.93% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::12                 73308141      0.86%     98.79% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::13                 46681576      0.55%     99.34% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::14                 34583537      0.41%     99.75% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::15                 11345074      0.13%     99.88% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::16                  4620250      0.05%     99.94% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::17                  2995843      0.04%     99.97% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::18                  2390270      0.03%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::19                    89701      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::20                      385      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::21                        2      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::22                        0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::overflows                 0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::min_value                 0                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::max_value                21                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::total            8490634821                       # Number of insts issued each cycle (Count)
system.cpu.statFuBusy::No_OpClass                   0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntAlu                11927732     11.77%     11.77% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntMult                      0      0.00%     11.77% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntDiv                       0      0.00%     11.77% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatAdd                   144      0.00%     11.77% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCmp                     0      0.00%     11.77% # attempts to use FU when none available (Count)
