
---------- Begin Simulation Statistics ----------
simSeconds                                   0.019670                       # Number of seconds simulated (Second)
simTicks                                  19670251172                       # Number of ticks simulated (Tick)
finalTick                                 19670251172                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                   1957.42                       # Real time elapsed on the host (Second)
hostTickRate                                 10049052                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                     811748                       # Number of bytes of host memory used (Byte)
simInsts                                    215360524                       # Number of instructions simulated (Count)
simOps                                      375935496                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   110022                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     192056                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                           286                       # Clock period in ticks (Tick)
system.cpu.numCycles                         68777131                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               0.319358                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               3.131281                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                       380745191                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                      283                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                      379215928                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                   7144                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined              4809967                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined           9002422                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                 154                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples            68678051                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               5.521647                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              4.132865                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::underflows                0      0.00%      0.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::0                   5169484      7.53%      7.53% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::1                   8130083     11.84%     19.37% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::2                   4705996      6.85%     26.22% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::3                  10450852     15.22%     41.43% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::4                   6018605      8.76%     50.20% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::5                   4776199      6.95%     57.15% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::6                   4841681      7.05%     64.20% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::7                   3582347      5.22%     69.42% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::8                   3150395      4.59%     74.01% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::9                   4938776      7.19%     81.20% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::10                  2451147      3.57%     84.77% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::11                  2193914      3.19%     87.96% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::12                  1911865      2.78%     90.74% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::13                  2297325      3.35%     94.09% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::14                  3816599      5.56%     99.65% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::15                   195715      0.28%     99.93% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::16                    36609      0.05%     99.98% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::17                     7838      0.01%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::18                     1990      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::19                      459      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::20                      160      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::21                       12      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::22                        0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::overflows                 0      0.00%    100.00% # Number of insts issued each cycle (Count)
